E_th,E_ex,E_th,4
0.101617452606662,0.380411614812023,0,0
0.101617452606662,0.356552465286532,0,0
0.101617452606662,0.336455105201403,0,0
0.101617452606662,0.31929488214004,0,0
0.101617452606662,0.304471768109848,0,0
0.101617452606662,0.291538754689179,0,0
0.101617452606662,0.28015599759703,0,0
0.101617452606662,0.270060518660622,0,0
0.101617452606662,0.261045636880908,0,0
0.101617452606662,0.380411614812023,0,0
0.101617452606662,0.356552465286532,0,0
0.101617452606662,0.336455105201403,0,0
0.101617452606662,0.31929488214004,0,0
0.101617452606662,0.304471768109848,0,0
0.101617452606662,0.291538754689179,0,0
0.101617452606662,0.28015599759703,0,0
0.101617452606662,0.270060518660622,0,0
0.101617452606662,0.261045636880908,0,0
0.101617452606662,0.380411614812023,0,0
0.101617452606662,0.356552465286532,0,0
0.101617452606662,0.336455105201403,0,0
0.101617452606662,0.31929488214004,0,0
0.101617452606662,0.304471768109848,0,0
0.101617452606662,0.291538754689179,0,0
0.101617452606662,0.28015599759703,0,0
0.101617452606662,0.270060518660622,0,0
0.101617452606662,0.261045636880908,0,0
0.101617452606662,0.380411614812023,0,0
0.101617452606662,0.356552465286532,0,0
0.101617452606662,0.336455105201403,0,0
0.101617452606662,0.31929488214004,0,0
0.101617452606662,0.304471768109848,0,0
0.101617452606662,0.291538754689179,0,0
0.101617452606662,0.28015599759703,0,0
0.101617452606662,0.270060518660622,0,0
0.101617452606662,0.261045636880908,0,0
0.101617452606662,0.380411614812023,0,0
0.101617452606662,0.356552465286532,0,0
0.101617452606662,0.336455105201403,0,0
0.101617452606662,0.31929488214004,0,0
0.101617452606662,0.304471768109848,0,0
0.101617452606662,0.291538754689179,0,0
0.101617452606662,0.28015599759703,0,0
0.101617452606662,0.270060518660622,0,0
0.101617452606662,0.261045636880908,0,0
0.101617452606662,0.380411614812023,0,0
0.101617452606662,0.356552465286532,0,0
0.101617452606662,0.336455105201403,0,0
0.101617452606662,0.31929488214004,0,0
0.101617452606662,0.304471768109848,0,0
0.101617452606662,0.291538754689179,0,0
0.101617452606662,0.28015599759703,0,0
0.101617452606662,0.270060518660622,0,0
0.101617452606662,0.261045636880908,0,0
0.101617452606662,0.380411614812023,0,0
0.101617452606662,0.356552465286532,0,0
0.101617452606662,0.336455105201403,0,0
0.101617452606662,0.31929488214004,0,0
0.101617452606662,0.304471768109848,0,0
0.101617452606662,0.291538754689179,0,0
0.101617452606662,0.28015599759703,0,0
0.101617452606662,0.270060518660622,0,0
0.101617452606662,0.261045636880908,0,0
0.101617452606662,0.380411614812023,0,0
0.101617452606662,0.356552465286532,0,0
0.101617452606662,0.336455105201403,0,0
0.101617452606662,0.31929488214004,0,0
0.101617452606662,0.304471768109848,0,0
0.101617452606662,0.291538754689179,0,0
0.101617452606662,0.28015599759703,0,0
0.101617452606662,0.270060518660622,0,0
0.101617452606662,0.261045636880908,0,0
0.100703754193669,0.376991124730627,0,0
0.100703754193669,0.353346505942697,0,0
0.100703754193669,0.333429852277027,0,0
0.100703754193669,0.316423926220515,0,0
0.100703754193669,0.301734094962303,0,0
0.100703754193669,0.288917369379349,0,0
0.100703754193669,0.277636960917516,0,0
0.100703754193669,0.267632255985435,0,0
0.100703754193669,0.258698431966609,0,0
0.100703754193669,0.376991124730627,0,0
0.100703754193669,0.353346505942697,0,0
0.100703754193669,0.333429852277027,0,0
0.100703754193669,0.316423926220515,0,0
0.100703754193669,0.301734094962303,0,0
0.100703754193669,0.288917369379349,0,0
0.100703754193669,0.277636960917516,0,0
0.100703754193669,0.267632255985435,0,0
0.100703754193669,0.258698431966609,0,0
0.100703754193669,0.376991124730627,0,0
0.100703754193669,0.353346505942697,0,0
0.100703754193669,0.333429852277027,0,0
0.100703754193669,0.316423926220515,0,0
0.100703754193669,0.301734094962303,0,0
0.100703754193669,0.288917369379349,0,0
0.100703754193669,0.277636960917516,0,0
0.100703754193669,0.267632255985435,0,0
0.100703754193669,0.258698431966609,0,0
0.100703754193669,0.376991124730627,0,0
0.100703754193669,0.353346505942697,0,0
0.100703754193669,0.333429852277027,0,0
0.100703754193669,0.316423926220515,0,0
0.100703754193669,0.301734094962303,0,0
0.100703754193669,0.288917369379349,0,0
0.100703754193669,0.277636960917516,0,0
0.100703754193669,0.267632255985436,0,0
0.100703754193669,0.258698431966609,0,0
0.100703754193669,0.376991124730627,0,0
0.100703754193669,0.353346505942697,0,0
0.100703754193669,0.333429852277027,0,0
0.100703754193669,0.316423926220515,0,0
0.100703754193669,0.301734094962303,0,0
0.100703754193669,0.288917369379349,0,0
0.100703754193669,0.277636960917516,0,0
0.100703754193669,0.267632255985435,0,0
0.100703754193669,0.258698431966609,0,0
0.100703754193669,0.376991124730627,0,0
0.100703754193669,0.353346505942697,0,0
0.100703754193669,0.333429852277027,0,0
0.100703754193669,0.316423926220515,0,0
0.100703754193669,0.301734094962303,0,0
0.100703754193669,0.288917369379349,0,0
0.100703754193669,0.277636960917516,0,0
0.100703754193669,0.267632255985436,0,0
0.100703754193669,0.258698431966609,0,0
0.100703754193669,0.376991124730627,0,0
0.100703754193669,0.353346505942697,0,0
0.100703754193669,0.333429852277027,0,0
0.100703754193669,0.316423926220515,0,0
0.100703754193669,0.301734094962303,0,0
0.100703754193669,0.288917369379349,0,0
0.100703754193669,0.277636960917516,0,0
0.100703754193669,0.267632255985435,0,0
0.100703754193669,0.258698431966609,0,0
0.100703754193669,0.376991124730627,0,0
0.100703754193669,0.353346505942697,0,0
0.100703754193669,0.333429852277027,0,0
0.100703754193669,0.316423926220515,0,0
0.100703754193669,0.301734094962303,0,0
0.100703754193669,0.288917369379349,0,0
0.100703754193669,0.277636960917516,0,0
0.100703754193669,0.267632255985436,0,0
0.100703754193669,0.258698431966609,0,0
0.099808604209938,0.373640071913665,0,0
0.099808604209938,0.350205628806799,0,0
0.099808604209938,0.33046601315076,0,0
0.099808604209938,0.313611251810546,0,0
0.099808604209938,0.299051997632772,0,0
0.099808604209938,0.286349199199694,0,0
0.099808604209938,0.275169061651611,0,0
0.099808604209938,0.265253287976651,0,0
0.099808604209938,0.256398876214986,0,0
0.099808604209938,0.373640071913665,0,0
0.099808604209938,0.350205628806799,0,0
0.099808604209938,0.33046601315076,0,0
0.099808604209938,0.313611251810546,0,0
0.099808604209938,0.299051997632772,0,0
0.099808604209938,0.286349199199694,0,0
0.099808604209938,0.275169061651611,0,0
0.099808604209938,0.265253287976651,0,0
0.099808604209938,0.256398876214986,0,0
0.099808604209938,0.373640071913665,0,0
0.099808604209938,0.350205628806799,0,0
0.099808604209938,0.33046601315076,0,0
0.099808604209938,0.313611251810546,0,0
0.099808604209938,0.299051997632772,0,0
0.099808604209938,0.286349199199694,0,0
0.099808604209938,0.275169061651611,0,0
0.099808604209938,0.265253287976651,0,0
0.099808604209938,0.256398876214986,0,0
0.099808604209938,0.373640071913665,0,0
0.099808604209938,0.350205628806799,0,0
0.099808604209938,0.33046601315076,0,0
0.099808604209938,0.313611251810546,0,0
0.099808604209938,0.299051997632772,0,0
0.099808604209938,0.286349199199694,0,0
0.099808604209938,0.275169061651611,0,0
0.099808604209938,0.265253287976651,0,0
0.099808604209938,0.256398876214986,0,0
0.099808604209938,0.373640071913665,0,0
0.099808604209938,0.350205628806799,0,0
0.099808604209938,0.33046601315076,0,0
0.099808604209938,0.313611251810546,0,0
0.099808604209938,0.299051997632772,0,0
0.099808604209938,0.286349199199694,0,0
0.099808604209938,0.275169061651611,0,0
0.099808604209938,0.265253287976651,0,0
0.099808604209938,0.256398876214986,0,0
0.099808604209938,0.373640071913665,0,0
0.099808604209938,0.350205628806799,0,0
0.099808604209938,0.33046601315076,0,0
0.099808604209938,0.313611251810546,0,0
0.099808604209938,0.299051997632772,0,0
0.099808604209938,0.286349199199694,0,0
0.099808604209938,0.275169061651611,0,0
0.099808604209938,0.265253287976651,0,0
0.099808604209938,0.256398876214986,0,0
0.099808604209938,0.373640071913665,0,0
0.099808604209938,0.350205628806799,0,0
0.099808604209938,0.33046601315076,0,0
0.099808604209938,0.313611251810546,0,0
0.099808604209938,0.299051997632772,0,0
0.099808604209938,0.286349199199694,0,0
0.099808604209938,0.275169061651611,0,0
0.099808604209938,0.265253287976651,0,0
0.099808604209938,0.256398876214986,0,0
0.099808604209938,0.373640071913665,0,0
0.099808604209938,0.350205628806799,0,0
0.099808604209938,0.33046601315076,0,0
0.099808604209938,0.313611251810546,0,0
0.099808604209938,0.299051997632772,0,0
0.099808604209938,0.286349199199694,0,0
0.099808604209938,0.275169061651611,0,0
0.099808604209938,0.265253287976651,0,0
0.099808604209938,0.256398876214986,0,0
0.098931409002895,0.370356233983695,0,0
0.098931409002895,0.347127750887349,0,0
0.098931409002895,0.327561622240565,0,0
0.098931409002895,0.310854993578696,0,0
0.098931409002895,0.29642369738695,0,0
0.098931409002895,0.283832540971007,0,0
0.098931409002895,0.272750663118558,0,0
0.098931409002895,0.262922036931639,0,0
0.098931409002895,0.25414544458865,0,0
0.098931409002895,0.370356233983695,0,0
0.098931409002895,0.347127750887349,0,0
0.098931409002895,0.327561622240565,0,0
0.098931409002895,0.310854993578696,0,0
0.098931409002895,0.29642369738695,0,0
0.098931409002895,0.283832540971007,0,0
0.098931409002895,0.272750663118558,0,0
0.098931409002895,0.262922036931639,0,0
0.098931409002895,0.25414544458865,0,0
0.098931409002895,0.370356233983695,0,0
0.098931409002895,0.347127750887349,0,0
0.098931409002895,0.327561622240565,0,0
0.098931409002895,0.310854993578696,0,0
0.098931409002895,0.29642369738695,0,0
0.098931409002895,0.283832540971007,0,0
0.098931409002895,0.272750663118558,0,0
0.098931409002895,0.262922036931639,0,0
0.098931409002895,0.25414544458865,0,0
0.098931409002895,0.370356233983695,0,0
0.098931409002895,0.347127750887349,0,0
0.098931409002895,0.327561622240565,0,0
0.098931409002895,0.310854993578696,0,0
0.098931409002895,0.29642369738695,0,0
0.098931409002895,0.283832540971007,0,0
0.098931409002895,0.272750663118558,0,0
0.098931409002895,0.262922036931639,0,0
0.098931409002895,0.25414544458865,0,0
0.098931409002895,0.370356233983695,0,0
0.098931409002895,0.347127750887349,0,0
0.098931409002895,0.327561622240565,0,0
0.098931409002895,0.310854993578696,0,0
0.098931409002895,0.29642369738695,0,0
0.098931409002895,0.283832540971007,0,0
0.098931409002895,0.272750663118558,0,0
0.098931409002895,0.262922036931639,0,0
0.098931409002895,0.25414544458865,0,0
0.098931409002895,0.370356233983695,0,0
0.098931409002895,0.347127750887349,0,0
0.098931409002895,0.327561622240565,0,0
0.098931409002895,0.310854993578696,0,0
0.098931409002895,0.29642369738695,0,0
0.098931409002895,0.283832540971007,0,0
0.098931409002895,0.272750663118558,0,0
0.098931409002895,0.262922036931639,0,0
0.098931409002895,0.25414544458865,0,0
0.098931409002895,0.370356233983695,0,0
