T_eva / kPa;T_h / K;T_pp / k;T_sh / k;T_sc / k;T_con / K;E_th;E_ex
900;460;13;4;0;312,15;0,128862122;0,355268661
900;470;13;4;0;312,15;0,128862122;0,342466481
900;480;13;4;0;312,15;0,128862122;0,331034618
900;410;15;4;0;312,15;0,128862122;0,452147796
900;420;15;4;0;312,15;0,128862122;0,42666213
900;430;15;4;0;312,15;0,128862122;0,404901077
900;440;15;4;0;312,15;0,128862122;0,386103736
900;450;15;4;0;312,15;0,128862122;0,36970325
900;460;15;4;0;312,15;0,128862122;0,355268661
900;470;15;4;0;312,15;0,128862122;0,342466481
900;480;15;4;0;312,15;0,128862122;0,331034618
900;410;17;4;0;312,15;0,128862122;0,452147796
900;420;17;4;0;312,15;0,128862122;0,42666213
900;430;17;4;0;312,15;0,128862122;0,404901077
900;440;17;4;0;312,15;0,128862122;0,386103736
900;450;17;4;0;312,15;0,128862122;0,36970325
900;460;17;4;0;312,15;0,128862122;0,355268661
900;470;17;4;0;312,15;0,128862122;0,342466481
900;480;17;4;0;312,15;0,128862122;0,331034618
900;410;19;4;0;312,15;0,128862122;0,452147796
900;420;19;4;0;312,15;0,128862122;0,42666213
900;430;19;4;0;312,15;0,128862122;0,404901077
900;440;19;4;0;312,15;0,128862122;0,386103736
900;450;19;4;0;312,15;0,128862122;0,36970325
900;460;19;4;0;312,15;0,128862122;0,355268661
900;470;19;4;0;312,15;0,128862122;0,342466481
900;480;19;4;0;312,15;0,128862122;0,331034618
900;400;5;4;2;312,15;0,127767618;0,478306479
900;410;5;4;2;312,15;0,127767618;0,448307433
900;420;5;4;2;312,15;0,127767618;0,423038232
900;430;5;4;2;312,15;0,127767618;0,401462009
900;440;5;4;2;312,15;0,127767618;0,382824325
900;450;5;4;2;312,15;0,127767618;0,366563138
900;460;5;4;2;312,15;0,127767618;0,35225115
900;470;5;4;2;312,15;0,127767618;0,339557708
900;480;5;4;2;312,15;0,127767618;0,328222942
900;400;7;4;2;312,15;0,127767618;0,478306479
900;410;7;4;2;312,15;0,127767618;0,448307433
900;420;7;4;2;312,15;0,127767618;0,423038232
900;430;7;4;2;312,15;0,127767618;0,401462009
900;440;7;4;2;312,15;0,127767618;0,382824325
900;450;7;4;2;312,15;0,127767618;0,366563138
900;460;7;4;2;312,15;0,127767618;0,35225115
900;470;7;4;2;312,15;0,127767618;0,339557708
900;480;7;4;2;312,15;0,127767618;0,328222942
900;400;9;4;2;312,15;0,127767618;0,478306479
900;410;9;4;2;312,15;0,127767618;0,448307433
900;420;9;4;2;312,15;0,127767618;0,423038232
900;430;9;4;2;312,15;0,127767618;0,401462009
900;440;9;4;2;312,15;0,127767618;0,382824325
900;450;9;4;2;312,15;0,127767618;0,366563138
900;460;9;4;2;312,15;0,127767618;0,35225115
900;470;9;4;2;312,15;0,127767618;0,339557708
900;480;9;4;2;312,15;0,127767618;0,328222942
900;410;11;4;2;312,15;0,127767618;0,448307433
900;420;11;4;2;312,15;0,127767618;0,423038232
900;430;11;4;2;312,15;0,127767618;0,401462009
900;440;11;4;2;312,15;0,127767618;0,382824325
900;450;11;4;2;312,15;0,127767618;0,366563138
900;460;11;4;2;312,15;0,127767618;0,35225115
900;470;11;4;2;312,15;0,127767618;0,339557708
900;480;11;4;2;312,15;0,127767618;0,328222942
900;410;13;4;2;312,15;0,127767618;0,448307433
900;420;13;4;2;312,15;0,127767618;0,423038232
900;430;13;4;2;312,15;0,127767618;0,401462009
900;440;13;4;2;312,15;0,127767618;0,382824325
900;450;13;4;2;312,15;0,127767618;0,366563138
900;460;13;4;2;312,15;0,127767618;0,35225115
900;470;13;4;2;312,15;0,127767618;0,339557708
900;480;13;4;2;312,15;0,127767618;0,328222942
900;410;15;4;2;312,15;0,127767618;0,448307433
900;420;15;4;2;312,15;0,127767618;0,423038232
900;430;15;4;2;312,15;0,127767618;0,401462009
900;440;15;4;2;312,15;0,127767618;0,382824325
900;450;15;4;2;312,15;0,127767618;0,366563138
900;460;15;4;2;312,15;0,127767618;0,35225115
900;470;15;4;2;312,15;0,127767618;0,339557708
900;480;15;4;2;312,15;0,127767618;0,328222942
900;410;17;4;2;312,15;0,127767618;0,448307433
900;420;17;4;2;312,15;0,127767618;0,423038232
900;430;17;4;2;312,15;0,127767618;0,401462009
900;440;17;4;2;312,15;0,127767618;0,382824325
900;450;17;4;2;312,15;0,127767618;0,366563138
900;460;17;4;2;312,15;0,127767618;0,35225115
900;470;17;4;2;312,15;0,127767618;0,339557708
900;480;17;4;2;312,15;0,127767618;0,328222942
900;410;19;4;2;312,15;0,127767618;0,448307433
900;420;19;4;2;312,15;0,127767618;0,423038232
900;430;19;4;2;312,15;0,127767618;0,401462009
900;440;19;4;2;312,15;0,127767618;0,382824325
900;450;19;4;2;312,15;0,127767618;0,366563138
900;460;19;4;2;312,15;0,127767618;0,35225115
900;470;19;4;2;312,15;0,127767618;0,339557708
900;480;19;4;2;312,15;0,127767618;0,328222942
900;400;5;4;4;312,15;0,126694382;0,474288749
900;410;5;4;4;312,15;0,126694382;0,444541692
900;420;5;4;4;312,15;0,126694382;0,41948475
900;430;5;4;4;312,15;0,126694382;0,398089765
900;440;5;4;4;312,15;0,126694382;0,379608636
900;450;5;4;4;312,15;0,126694382;0,363484042
900;460;5;4;4;312,15;0,126694382;0,349292273
900;470;5;4;4;312,15;0,126694382;0,336705454
900;480;5;4;4;312,15;0,126694382;0,3254659
900;400;7;4;4;312,15;0,126694382;0,474288749
900;410;7;4;4;312,15;0,126694382;0,444541692
900;420;7;4;4;312,15;0,126694382;0,41948475
900;430;7;4;4;312,15;0,126694382;0,398089765
900;440;7;4;4;312,15;0,126694382;0,379608636
900;450;7;4;4;312,15;0,126694382;0,363484042
900;460;7;4;4;312,15;0,126694382;0,349292273
900;470;7;4;4;312,15;0,126694382;0,336705454
900;480;7;4;4;312,15;0,126694382;0,3254659
900;400;9;4;4;312,15;0,126694382;0,474288749
900;410;9;4;4;312,15;0,126694382;0,444541692
900;420;9;4;4;312,15;0,126694382;0,41948475
900;430;9;4;4;312,15;0,126694382;0,398089765
900;440;9;4;4;312,15;0,126694382;0,379608636
900;450;9;4;4;312,15;0,126694382;0,363484042
900;460;9;4;4;312,15;0,126694382;0,349292273
900;470;9;4;4;312,15;0,126694382;0,336705454
900;480;9;4;4;312,15;0,126694382;0,3254659
900;410;11;4;4;312,15;0,126694382;0,444541692
900;420;11;4;4;312,15;0,126694382;0,41948475
900;430;11;4;4;312,15;0,126694382;0,398089765
900;440;11;4;4;312,15;0,126694382;0,379608636
900;450;11;4;4;312,15;0,126694382;0,363484042
900;460;11;4;4;312,15;0,126694382;0,349292273
900;470;11;4;4;312,15;0,126694382;0,336705454
900;480;11;4;4;312,15;0,126694382;0,3254659
900;410;13;4;4;312,15;0,126694382;0,444541692
900;420;13;4;4;312,15;0,126694382;0,41948475
900;430;13;4;4;312,15;0,126694382;0,398089765
900;440;13;4;4;312,15;0,126694382;0,379608636
900;450;13;4;4;312,15;0,126694382;0,363484042
900;460;13;4;4;312,15;0,126694382;0,349292273
900;470;13;4;4;312,15;0,126694382;0,336705454
900;480;13;4;4;312,15;0,126694382;0,3254659
900;410;15;4;4;312,15;0,126694382;0,444541692
900;420;15;4;4;312,15;0,126694382;0,41948475
900;430;15;4;4;312,15;0,126694382;0,398089765
900;440;15;4;4;312,15;0,126694382;0,379608636
900;450;15;4;4;312,15;0,126694382;0,363484042
900;460;15;4;4;312,15;0,126694382;0,349292273
900;470;15;4;4;312,15;0,126694382;0,336705454
900;480;15;4;4;312,15;0,126694382;0,3254659
900;410;17;4;4;312,15;0,126694382;0,444541692
900;420;17;4;4;312,15;0,126694382;0,41948475
900;430;17;4;4;312,15;0,126694382;0,398089765
900;440;17;4;4;312,15;0,126694382;0,379608636
900;450;17;4;4;312,15;0,126694382;0,363484042
900;460;17;4;4;312,15;0,126694382;0,349292273
900;470;17;4;4;312,15;0,126694382;0,336705454
900;480;17;4;4;312,15;0,126694382;0,3254659
900;410;19;4;4;312,15;0,126694382;0,444541692
900;420;19;4;4;312,15;0,126694382;0,41948475
900;430;19;4;4;312,15;0,126694382;0,398089765
900;440;19;4;4;312,15;0,126694382;0,379608636
900;450;19;4;4;312,15;0,126694382;0,363484042
900;460;19;4;4;312,15;0,126694382;0,349292273
900;470;19;4;4;312,15;0,126694382;0,336705454
900;480;19;4;4;312,15;0,126694382;0,3254659
900;400;5;4;6;312,15;0,125641758;0,470348182
900;410;5;4;6;312,15;0,125641758;0,440848274
900;420;5;4;6;312,15;0,125641758;0,415999514
900;430;5;4;6;312,15;0,125641758;0,394782287
900;440;5;4;6;312,15;0,125641758;0,376454706
900;450;5;4;6;312,15;0,125641758;0,360464081
900;460;5;4;6;312,15;0,125641758;0,346390223
900;470;5;4;6;312,15;0,125641758;0,33390798
900;480;5;4;6;312,15;0,125641758;0,322761808
900;400;7;4;6;312,15;0,125641758;0,470348182
900;410;7;4;6;312,15;0,125641758;0,440848274
900;420;7;4;6;312,15;0,125641758;0,415999514
900;430;7;4;6;312,15;0,125641758;0,394782287
900;440;7;4;6;312,15;0,125641758;0,376454706
900;450;7;4;6;312,15;0,125641758;0,360464081
900;460;7;4;6;312,15;0,125641758;0,346390223
900;470;7;4;6;312,15;0,125641758;0,33390798
900;480;7;4;6;312,15;0,125641758;0,322761808
900;400;9;4;6;312,15;0,125641758;0,470348182
900;410;9;4;6;312,15;0,125641758;0,440848274
900;420;9;4;6;312,15;0,125641758;0,415999514
900;430;9;4;6;312,15;0,125641758;0,394782287
900;440;9;4;6;312,15;0,125641758;0,376454706
900;450;9;4;6;312,15;0,125641758;0,360464081
900;460;9;4;6;312,15;0,125641758;0,346390223
900;470;9;4;6;312,15;0,125641758;0,33390798
900;480;9;4;6;312,15;0,125641758;0,322761808
900;410;11;4;6;312,15;0,125641758;0,440848274
900;420;11;4;6;312,15;0,125641758;0,415999514
900;430;11;4;6;312,15;0,125641758;0,394782287
900;440;11;4;6;312,15;0,125641758;0,376454706
900;450;11;4;6;312,15;0,125641758;0,360464081
900;460;11;4;6;312,15;0,125641758;0,346390223
900;470;11;4;6;312,15;0,125641758;0,33390798
900;480;11;4;6;312,15;0,125641758;0,322761808
900;410;13;4;6;312,15;0,125641758;0,440848274
900;420;13;4;6;312,15;0,125641758;0,415999514
900;430;13;4;6;312,15;0,125641758;0,394782287
900;440;13;4;6;312,15;0,125641758;0,376454706
900;450;13;4;6;312,15;0,125641758;0,360464081
900;460;13;4;6;312,15;0,125641758;0,346390223
900;470;13;4;6;312,15;0,125641758;0,33390798
900;480;13;4;6;312,15;0,125641758;0,322761808
900;410;15;4;6;312,15;0,125641758;0,440848274
900;420;15;4;6;312,15;0,125641758;0,415999514
900;430;15;4;6;312,15;0,125641758;0,394782287
900;440;15;4;6;312,15;0,125641758;0,376454706
900;450;15;4;6;312,15;0,125641758;0,360464081
900;460;15;4;6;312,15;0,125641758;0,346390223
900;470;15;4;6;312,15;0,125641758;0,33390798
900;480;15;4;6;312,15;0,125641758;0,322761808
900;410;17;4;6;312,15;0,125641758;0,440848274
900;420;17;4;6;312,15;0,125641758;0,415999514
900;430;17;4;6;312,15;0,125641758;0,394782287
900;440;17;4;6;312,15;0,125641758;0,376454706
900;450;17;4;6;312,15;0,125641758;0,360464081
900;460;17;4;6;312,15;0,125641758;0,346390223
900;470;17;4;6;312,15;0,125641758;0,33390798
900;480;17;4;6;312,15;0,125641758;0,322761808
900;410;19;4;6;312,15;0,125641758;0,440848274
900;420;19;4;6;312,15;0,125641758;0,415999514
900;430;19;4;6;312,15;0,125641758;0,394782287
900;440;19;4;6;312,15;0,125641758;0,376454706
900;450;19;4;6;312,15;0,125641758;0,360464081
900;460;19;4;6;312,15;0,125641758;0,346390223
900;470;19;4;6;312,15;0,125641758;0,33390798
900;480;19;4;6;312,15;0,125641758;0,322761808
900;400;5;4;8;312,15;0,124609117;0,466482423
900;410;5;4;8;312,15;0,124609117;0,437224973
900;420;5;4;8;312,15;0,124609117;0,412580443
900;430;5;4;8;312,15;0,124609117;0,391537599
900;440;5;4;8;312,15;0,124609117;0,373360651
900;450;5;4;8;312,15;0,124609117;0,357501452
900;460;5;4;8;312,15;0,124609117;0,343543266
900;470;5;4;8;312,15;0,124609117;0,331163614
900;480;5;4;8;312,15;0,124609117;0,320109052
900;400;7;4;8;312,15;0,124609117;0,466482423
900;410;7;4;8;312,15;0,124609117;0,437224973
900;420;7;4;8;312,15;0,124609117;0,412580443
900;430;7;4;8;312,15;0,124609117;0,391537599
900;440;7;4;8;312,15;0,124609117;0,373360651
900;450;7;4;8;312,15;0,124609117;0,357501452
900;460;7;4;8;312,15;0,124609117;0,343543266
900;470;7;4;8;312,15;0,124609117;0,331163614
900;480;7;4;8;312,15;0,124609117;0,320109052
900;400;9;4;8;312,15;0,124609117;0,466482423
900;410;9;4;8;312,15;0,124609117;0,437224973
900;420;9;4;8;312,15;0,124609117;0,412580443
900;430;9;4;8;312,15;0,124609117;0,391537599
900;440;9;4;8;312,15;0,124609117;0,373360651
900;450;9;4;8;312,15;0,124609117;0,357501452
900;460;9;4;8;312,15;0,124609117;0,343543266
900;470;9;4;8;312,15;0,124609117;0,331163614
900;480;9;4;8;312,15;0,124609117;0,320109052
900;410;11;4;8;312,15;0,124609117;0,437224973
900;420;11;4;8;312,15;0,124609117;0,412580443
900;430;11;4;8;312,15;0,124609117;0,391537599
900;440;11;4;8;312,15;0,124609117;0,373360651
900;450;11;4;8;312,15;0,124609117;0,357501452
900;460;11;4;8;312,15;0,124609117;0,343543266
900;470;11;4;8;312,15;0,124609117;0,331163614
900;480;11;4;8;312,15;0,124609117;0,320109052
900;410;13;4;8;312,15;0,124609117;0,437224973
900;420;13;4;8;312,15;0,124609117;0,412580443
900;430;13;4;8;312,15;0,124609117;0,391537599
900;440;13;4;8;312,15;0,124609117;0,373360651
900;450;13;4;8;312,15;0,124609117;0,357501452
900;460;13;4;8;312,15;0,124609117;0,343543266
900;470;13;4;8;312,15;0,124609117;0,331163614
900;480;13;4;8;312,15;0,124609117;0,320109052
900;410;15;4;8;312,15;0,124609117;0,437224973
900;420;15;4;8;312,15;0,124609117;0,412580443
900;430;15;4;8;312,15;0,124609117;0,391537599
900;440;15;4;8;312,15;0,124609117;0,373360651
900;450;15;4;8;312,15;0,124609117;0,357501452
900;460;15;4;8;312,15;0,124609117;0,343543266
900;470;15;4;8;312,15;0,124609117;0,331163614
900;480;15;4;8;312,15;0,124609117;0,320109052
900;410;17;4;8;312,15;0,124609117;0,437224973
900;420;17;4;8;312,15;0,124609117;0,412580443
900;430;17;4;8;312,15;0,124609117;0,391537599
900;440;17;4;8;312,15;0,124609117;0,373360651
900;450;17;4;8;312,15;0,124609117;0,357501452
900;460;17;4;8;312,15;0,124609117;0,343543266
900;470;17;4;8;312,15;0,124609117;0,331163614
900;480;17;4;8;312,15;0,124609117;0,320109052
900;410;19;4;8;312,15;0,124609117;0,437224973
900;420;19;4;8;312,15;0,124609117;0,412580443
900;430;19;4;8;312,15;0,124609117;0,391537599
900;440;19;4;8;312,15;0,124609117;0,373360651
900;450;19;4;8;312,15;0,124609117;0,357501452
900;460;19;4;8;312,15;0,124609117;0,343543266
900;470;19;4;8;312,15;0,124609117;0,331163614
900;480;19;4;8;312,15;0,124609117;0,320109052
900;400;5;4;10;312,15;0,123595856;0,462689214
900;410;5;4;10;312,15;0,123595856;0,433669671
900;420;5;4;10;312,15;0,123595856;0,409225539
900;430;5;4;10;312,15;0,123595856;0,388353805
900;440;5;4;10;312,15;0,123595856;0,370324663
900;450;5;4;10;312,15;0,123595856;0,354594423
900;460;5;4;10;312,15;0,123595856;0,340749738
900;470;5;4;10;312,15;0,123595856;0,328470752
900;480;5;4;10;312,15;0,123595856;0,31750608
900;400;7;4;10;312,15;0,123595856;0,462689214
900;410;7;4;10;312,15;0,123595856;0,433669671
900;420;7;4;10;312,15;0,123595856;0,409225539
900;430;7;4;10;312,15;0,123595856;0,388353805
900;440;7;4;10;312,15;0,123595856;0,370324663
900;450;7;4;10;312,15;0,123595856;0,354594423
900;460;7;4;10;312,15;0,123595856;0,340749738
900;470;7;4;10;312,15;0,123595856;0,328470752
900;480;7;4;10;312,15;0,123595856;0,31750608
900;400;9;4;10;312,15;0,123595856;0,462689214
900;410;9;4;10;312,15;0,123595856;0,433669671
900;420;9;4;10;312,15;0,123595856;0,409225539
900;430;9;4;10;312,15;0,123595856;0,388353805
900;440;9;4;10;312,15;0,123595856;0,370324663
900;450;9;4;10;312,15;0,123595856;0,354594423
900;460;9;4;10;312,15;0,123595856;0,340749738
900;470;9;4;10;312,15;0,123595856;0,328470752
900;480;9;4;10;312,15;0,123595856;0,31750608
900;410;11;4;10;312,15;0,123595856;0,433669671
900;420;11;4;10;312,15;0,123595856;0,409225539
900;430;11;4;10;312,15;0,123595856;0,388353805
900;440;11;4;10;312,15;0,123595856;0,370324663
900;450;11;4;10;312,15;0,123595856;0,354594423
900;460;11;4;10;312,15;0,123595856;0,340749738
900;470;11;4;10;312,15;0,123595856;0,328470752
900;480;11;4;10;312,15;0,123595856;0,31750608
900;410;13;4;10;312,15;0,123595856;0,433669671
900;420;13;4;10;312,15;0,123595856;0,409225539
900;430;13;4;10;312,15;0,123595856;0,388353805
900;440;13;4;10;312,15;0,123595856;0,370324663
900;450;13;4;10;312,15;0,123595856;0,354594423
900;460;13;4;10;312,15;0,123595856;0,340749738
900;470;13;4;10;312,15;0,123595856;0,328470752
900;480;13;4;10;312,15;0,123595856;0,31750608
900;410;15;4;10;312,15;0,123595856;0,433669671
900;420;15;4;10;312,15;0,123595856;0,409225539
900;430;15;4;10;312,15;0,123595856;0,388353805
900;440;15;4;10;312,15;0,123595856;0,370324663
900;450;15;4;10;312,15;0,123595856;0,354594423
900;460;15;4;10;312,15;0,123595856;0,340749738
900;470;15;4;10;312,15;0,123595856;0,328470752
900;480;15;4;10;312,15;0,123595856;0,31750608
900;410;17;4;10;312,15;0,123595856;0,433669671
900;420;17;4;10;312,15;0,123595856;0,409225539
900;430;17;4;10;312,15;0,123595856;0,388353805
900;440;17;4;10;312,15;0,123595856;0,370324663
900;450;17;4;10;312,15;0,123595856;0,354594423
900;460;17;4;10;312,15;0,123595856;0,340749738
900;470;17;4;10;312,15;0,123595856;0,328470752
900;480;17;4;10;312,15;0,123595856;0,31750608
900;410;19;4;10;312,15;0,123595856;0,433669671
900;420;19;4;10;312,15;0,123595856;0,409225539
900;430;19;4;10;312,15;0,123595856;0,388353805
900;440;19;4;10;312,15;0,123595856;0,370324663
900;450;19;4;10;312,15;0,123595856;0,354594423
900;460;19;4;10;312,15;0,123595856;0,340749738
900;470;19;4;10;312,15;0,123595856;0,328470752
900;480;19;4;10;312,15;0,123595856;0,31750608
900;400;5;4;0;314,15;0,125675021;0,470472703
900;410;5;4;0;314,15;0,125675021;0,440964985
900;420;5;4;0;314,15;0,125675021;0,416109647
900;430;5;4;0;314,15;0,125675021;0,394886802
900;440;5;4;0;314,15;0,125675021;0,376554369
900;450;5;4;0;314,15;0,125675021;0,360559511
900;460;5;4;0;314,15;0,125675021;0,346481927
900;470;5;4;0;314,15;0,125675021;0,33399638
900;480;5;4;0;314,15;0,125675021;0,322847257
900;400;7;4;0;314,15;0,125675021;0,470472703
900;410;7;4;0;314,15;0,125675021;0,440964985
900;420;7;4;0;314,15;0,125675021;0,416109647
900;430;7;4;0;314,15;0,125675021;0,394886802
900;440;7;4;0;314,15;0,125675021;0,376554369
900;450;7;4;0;314,15;0,125675021;0,360559511
900;460;7;4;0;314,15;0,125675021;0,346481927
900;470;7;4;0;314,15;0,125675021;0,33399638
900;480;7;4;0;314,15;0,125675021;0,322847257
900;400;9;4;0;314,15;0,125675021;0,470472703
900;410;9;4;0;314,15;0,125675021;0,440964985
900;420;9;4;0;314,15;0,125675021;0,416109647
900;430;9;4;0;314,15;0,125675021;0,394886802
900;440;9;4;0;314,15;0,125675021;0,376554369
900;450;9;4;0;314,15;0,125675021;0,360559511
900;460;9;4;0;314,15;0,125675021;0,346481927
900;470;9;4;0;314,15;0,125675021;0,33399638
900;480;9;4;0;314,15;0,125675021;0,322847257
900;410;11;4;0;314,15;0,125675021;0,440964985
900;420;11;4;0;314,15;0,125675021;0,416109647
900;430;11;4;0;314,15;0,125675021;0,394886802
900;440;11;4;0;314,15;0,125675021;0,376554369
900;450;11;4;0;314,15;0,125675021;0,360559511
900;460;11;4;0;314,15;0,125675021;0,346481927
900;470;11;4;0;314,15;0,125675021;0,33399638
900;480;11;4;0;314,15;0,125675021;0,322847257
900;410;13;4;0;314,15;0,125675021;0,440964985
900;420;13;4;0;314,15;0,125675021;0,416109647
900;430;13;4;0;314,15;0,125675021;0,394886802
900;440;13;4;0;314,15;0,125675021;0,376554369
900;450;13;4;0;314,15;0,125675021;0,360559511
900;460;13;4;0;314,15;0,125675021;0,346481927
900;470;13;4;0;314,15;0,125675021;0,33399638
900;480;13;4;0;314,15;0,125675021;0,322847257
900;410;15;4;0;314,15;0,125675021;0,440964985
900;420;15;4;0;314,15;0,125675021;0,416109647
900;430;15;4;0;314,15;0,125675021;0,394886802
900;440;15;4;0;314,15;0,125675021;0,376554369
900;450;15;4;0;314,15;0,125675021;0,360559511
900;460;15;4;0;314,15;0,125675021;0,346481927
900;470;15;4;0;314,15;0,125675021;0,33399638
900;480;15;4;0;314,15;0,125675021;0,322847257
900;410;17;4;0;314,15;0,125675021;0,440964985
900;420;17;4;0;314,15;0,125675021;0,416109647
900;430;17;4;0;314,15;0,125675021;0,394886802
900;440;17;4;0;314,15;0,125675021;0,376554369
900;450;17;4;0;314,15;0,125675021;0,360559511
900;460;17;4;0;314,15;0,125675021;0,346481927
900;470;17;4;0;314,15;0,125675021;0,33399638
900;480;17;4;0;314,15;0,125675021;0,322847257
900;410;19;4;0;314,15;0,125675021;0,440964985
900;420;19;4;0;314,15;0,125675021;0,416109647
900;430;19;4;0;314,15;0,125675021;0,394886802
900;440;19;4;0;314,15;0,125675021;0,376554369
900;450;19;4;0;314,15;0,125675021;0,360559511
900;460;19;4;0;314,15;0,125675021;0,346481927
900;470;19;4;0;314,15;0,125675021;0,33399638
900;480;19;4;0;314,15;0,125675021;0,322847257
900;400;5;4;2;314,15;0,124595802;0,466432577
900;410;5;4;2;314,15;0,124595802;0,437178253
900;420;5;4;2;314,15;0,124595802;0,412536357
900;430;5;4;2;314,15;0,124595802;0,391495761
900;440;5;4;2;314,15;0,124595802;0,373320755
900;450;5;4;2;314,15;0,124595802;0,357463251
900;460;5;4;2;314,15;0,124595802;0,343506556
900;470;5;4;2;314,15;0,124595802;0,331128227
900;480;5;4;2;314,15;0,124595802;0,320074846
900;400;7;4;2;314,15;0,124595802;0,466432577
900;410;7;4;2;314,15;0,124595802;0,437178253
900;420;7;4;2;314,15;0,124595802;0,412536357
900;430;7;4;2;314,15;0,124595802;0,391495761
900;440;7;4;2;314,15;0,124595802;0,373320755
900;450;7;4;2;314,15;0,124595802;0,357463251
900;460;7;4;2;314,15;0,124595802;0,343506556
900;470;7;4;2;314,15;0,124595802;0,331128227
900;480;7;4;2;314,15;0,124595802;0,320074846
900;400;9;4;2;314,15;0,124595802;0,466432577
900;410;9;4;2;314,15;0,124595802;0,437178253
900;420;9;4;2;314,15;0,124595802;0,412536357
900;430;9;4;2;314,15;0,124595802;0,391495761
900;440;9;4;2;314,15;0,124595802;0,373320755
900;450;9;4;2;314,15;0,124595802;0,357463251
900;460;9;4;2;314,15;0,124595802;0,343506556
900;470;9;4;2;314,15;0,124595802;0,331128227
900;480;9;4;2;314,15;0,124595802;0,320074846
900;410;11;4;2;314,15;0,124595802;0,437178253
900;420;11;4;2;314,15;0,124595802;0,412536357
900;430;11;4;2;314,15;0,124595802;0,391495761
900;440;11;4;2;314,15;0,124595802;0,373320755
900;450;11;4;2;314,15;0,124595802;0,357463251
900;460;11;4;2;314,15;0,124595802;0,343506556
900;470;11;4;2;314,15;0,124595802;0,331128227
900;480;11;4;2;314,15;0,124595802;0,320074846
900;410;13;4;2;314,15;0,124595802;0,437178253
900;420;13;4;2;314,15;0,124595802;0,412536357
900;430;13;4;2;314,15;0,124595802;0,391495761
900;440;13;4;2;314,15;0,124595802;0,373320755
900;450;13;4;2;314,15;0,124595802;0,357463251
900;460;13;4;2;314,15;0,124595802;0,343506556
900;470;13;4;2;314,15;0,124595802;0,331128227
900;480;13;4;2;314,15;0,124595802;0,320074846
900;410;15;4;2;314,15;0,124595802;0,437178253
900;420;15;4;2;314,15;0,124595802;0,412536357
900;430;15;4;2;314,15;0,124595802;0,391495761
900;440;15;4;2;314,15;0,124595802;0,373320755
900;450;15;4;2;314,15;0,124595802;0,357463251
900;460;15;4;2;314,15;0,124595802;0,343506556
900;470;15;4;2;314,15;0,124595802;0,331128227
900;480;15;4;2;314,15;0,124595802;0,320074846
900;410;17;4;2;314,15;0,124595802;0,437178253
900;420;17;4;2;314,15;0,124595802;0,412536357
900;430;17;4;2;314,15;0,124595802;0,391495761
900;440;17;4;2;314,15;0,124595802;0,373320755
900;450;17;4;2;314,15;0,124595802;0,357463251
900;460;17;4;2;314,15;0,124595802;0,343506556
900;470;17;4;2;314,15;0,124595802;0,331128227
900;480;17;4;2;314,15;0,124595802;0,320074846
900;410;19;4;2;314,15;0,124595802;0,437178253
900;420;19;4;2;314,15;0,124595802;0,412536357
900;430;19;4;2;314,15;0,124595802;0,391495761
900;440;19;4;2;314,15;0,124595802;0,373320755
900;450;19;4;2;314,15;0,124595802;0,357463251
900;460;19;4;2;314,15;0,124595802;0,343506556
900;470;19;4;2;314,15;0,124595802;0,331128227
900;480;19;4;2;314,15;0,124595802;0,320074846
900;400;5;4;4;314,15;0,123537798;0,462471869
900;410;5;4;4;314,15;0,123537798;0,433465958
900;420;5;4;4;314,15;0,123537798;0,409033308
900;430;5;4;4;314,15;0,123537798;0,388171378
900;440;5;4;4;314,15;0,123537798;0,370150705
900;450;5;4;4;314,15;0,123537798;0,354427855
900;460;5;4;4;314,15;0,123537798;0,340589674
900;470;5;4;4;314,15;0,123537798;0,328316455
900;480;5;4;4;314,15;0,123537798;0,317356933
900;400;7;4;4;314,15;0,123537798;0,462471869
900;410;7;4;4;314,15;0,123537798;0,433465958
900;420;7;4;4;314,15;0,123537798;0,409033308
900;430;7;4;4;314,15;0,123537798;0,388171378
900;440;7;4;4;314,15;0,123537798;0,370150705
900;450;7;4;4;314,15;0,123537798;0,354427855
900;460;7;4;4;314,15;0,123537798;0,340589674
900;470;7;4;4;314,15;0,123537798;0,328316455
900;480;7;4;4;314,15;0,123537798;0,317356933
900;400;9;4;4;314,15;0,123537798;0,462471869
900;410;9;4;4;314,15;0,123537798;0,433465958
900;420;9;4;4;314,15;0,123537798;0,409033308
900;430;9;4;4;314,15;0,123537798;0,388171378
900;440;9;4;4;314,15;0,123537798;0,370150705
900;450;9;4;4;314,15;0,123537798;0,354427855
900;460;9;4;4;314,15;0,123537798;0,340589674
900;470;9;4;4;314,15;0,123537798;0,328316455
900;480;9;4;4;314,15;0,123537798;0,317356933
900;410;11;4;4;314,15;0,123537798;0,433465958
900;420;11;4;4;314,15;0,123537798;0,409033308
900;430;11;4;4;314,15;0,123537798;0,388171378
900;440;11;4;4;314,15;0,123537798;0,370150705
900;450;11;4;4;314,15;0,123537798;0,354427855
900;460;11;4;4;314,15;0,123537798;0,340589674
900;470;11;4;4;314,15;0,123537798;0,328316455
900;480;11;4;4;314,15;0,123537798;0,317356933
900;410;13;4;4;314,15;0,123537798;0,433465958
900;420;13;4;4;314,15;0,123537798;0,409033308
900;430;13;4;4;314,15;0,123537798;0,388171378
900;440;13;4;4;314,15;0,123537798;0,370150705
900;450;13;4;4;314,15;0,123537798;0,354427855
